export,IDF1,AssA_AUC,HOTA_AUC,MT_percent,IDSW,Frag
Pytorch,0.4520747258399314,0.42333820499327923,0.35226629831108097,0.0990990990990991,7.833333333333333,26.666666666666668
FP16,0.45266320843787894,0.4218924153731556,0.35200493762047524,0.09234234234234234,7.5,26.75
INT8,0.3497204154032156,0.4009981726434828,0.2850261157091552,0.05180180180180181,4.583333333333333,14.916666666666666
