seq,AssA_AUC,Frag,HOTA_AUC,IDF1,IDSW,MT_percent
Tracking1,0.9458971550295164,0.5919701285063307,0.881229038489324,0.8808599047534865,0.6760063036378826,0.5037593984962405
Tracking2,0.9528012354137694,0.5623226295853969,0.8021649632406677,0.7624044691338194,0.56207497212932,0.5522222222222223
