seq,AssA_AUC,Frag,HOTA_AUC,IDF1,IDSW,MT_percent
Tracking1,1.000955343999992,1.0025423935526676,1.0005732350677066,0.9976690617893879,0.8929957469431153,0.9436090225563909
Tracking2,0.9973032043588713,0.9856463386213901,1.0001062661449418,1.002804901709619,0.9433389074693422,0.8544444444444445
