model,AssA_AUC,Frag,HOTA_AUC,IDF1,IDSW,MT_percent
Salmones2024,1.0008382772520672,1.0344827586206895,0.997065102091415,0.9914202242841116,1.017162471395881,0.9536842105263158
yolo11l,0.99999173886908,0.9591836734693877,1.0112045311109696,1.0034129345250848,0.5333333333333333,1.0
yolo11m,1.0108363519646122,1.0205128205128204,1.0175409471194334,1.015969373172047,1.2166666666666668,1.1071428571428572
yolov8l,0.9840966722275521,1.0026483050847457,0.9854001524349387,0.9985219313465221,0.875,0.8333333333333333
yolov8m,0.9993936133594081,1.00220700152207,0.9966888576590791,1.0042131491111346,0.8251748251748252,1.0
yolov9c,0.9996189914038707,0.9455316373124592,0.9941389132221087,0.9878842780581203,1.0416666666666665,0.5
