export,IDF1,AssA_AUC,HOTA_AUC,MT_percent,IDSW,Frag
Pytorch,0.508482877266979,0.4740020462901429,0.3952257769910406,0.12478103103103103,6.833333333333333,31.583333333333336
FP16,0.5081197874128859,0.47353530598367066,0.39525246300785555,0.11561561561561562,6.625,31.583333333333332
INT8,0.42488936049474246,0.4487802054186464,0.3363748369831836,0.06872497497497497,4.208333333333333,18.25
